A0,A2,A4,A5
38106,行政许可决定书,建筑工程夜间施工许可,行政 审批
38105,320405GB21102142,第二类、第三类易制毒化学品购买备案,公安
36885,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 13:37:24向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-22 23:00:00时间内作业。",交通 运输
36886,交通行政许可申请许可决定书,"南京港股份有限公司仪征分公司:你(单位)于2021-07-21 13:28:37向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 04:00:00至2021-07-23 09:40:00时间内作业。",交通 运输
38112,建筑业企业资质的核准,建筑装修装饰工程专业承包贰级,城乡 建设
33144,建筑业企业资质证书,重组分立,城乡 建设
33138,关于同意南京睿和祥拍卖有限公司经营拍卖业务的批复,国家法律法规和政策允许的有形资产和无形资产的拍卖（依法须经批准的项目，经相关部门批准后方可开展经营活动）,商务
38111,建筑业企业资质的核准,建筑业企业资质证书简单变更,城乡 建设
33155,高危险性体育项目经营许可证,高危险性体育运动（游泳）,行政 审批
38115,建筑业企业资质的核准,建筑业企业资质证书简单变更,城乡 建设
38113,建筑业企业资质的核准,特种工程(特殊设备起重吊装)专业承包不分等级,城乡 建设
38114,建筑业企业资质的核准,建筑业企业资质证书简单变更,城乡 建设
36900,交通行政许可申请许可决定书,"江阴华西化工码头有限公司:你(单位)于2021-07-21 16:18:54向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-23 06:00:00时间内作业。",口岸
36901,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 16:05:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-25 00:00:00时间内作业。",港口
38110,建筑业企业资质的核准,建筑业企业资质证书简单变更,城乡 建设
36899,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:23:15向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 10:30:50至2021-07-22 17:00:00时间内作业。",交通 运输
36904,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 10:21:02向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-23 23:00:00时间内作业。",交通 运输
36905,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 10:21:47向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-23 23:00:00时间内作业。",交通 运输
36902,交通行政许可申请许可决定书,"南通东方石油化工港储有限公司:你(单位)于2021-07-21 10:21:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 19:20:00至2021-07-22 22:05:00时间内作业。",港口
36903,交通行政许可申请许可决定书,"中国船舶燃料连云港有限公司:你(单位)于2021-07-21 10:18:57向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 12:00:00至2021-07-23 12:08:00时间内作业。",港口
37138,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-21 09:25:02向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 19:00:00至2021-07-23 09:30:00时间内作业。",交通 运输
34718,医疗器械注册证,产品由保护屏、保护壳、腕带、PCB组件、时控卡、硅胶按键、电极片组成；其中PCB组件由主板、液晶屏、充电锂电池组成，随附充电器和USB充电线；电极片材质为铜（表面镀铬），保护壳材质为ABS和PC。,药品 监督 管理
38070,医疗器械注册证,日光紫外线模拟器由主机和照射腔体组成。,药品 监督 管理
38069,医疗器械注册证,医用防护口罩由口罩体、口罩带和鼻夹组成。口罩体有五层：内层（贴面层）为纺粘无纺布，第二层、第三层为熔喷无纺布，第四层为热风棉（聚酯纤维），第五层（外层）为纺粘无纺布。鼻夹由可弯折的可塑性材料制成，口罩带由涤纶线和少量氨纶线制成。产品以无菌和非无菌两种状态提供，无菌产品经环氧乙烷灭菌。一次性使用。,药品 监督 管理
37985,园林绿化准予行政许可决定书,同意因白下高新园区江苏华岳中林太阳能光电项目建设需要，占用绿地6㎡,园林
37940,建筑业企业资质的核准,建筑业企业资质证书简单变更,城乡 建设
34717,医疗器械注册证,医用脱脂纱布片以脱脂纱布为原料，根据长、宽、层数及纱线数不同，分为若干规格，该产品以无菌和非无菌两种状态提供，无菌产品经环氧乙烷灭菌或辐照灭菌。一次性使用。,药品 监督 管理
34716,医疗器械注册证,一次性使用导尿包由一次性使用导尿管（单腔、双腔、三腔）、一次性使用引流袋、镊子、医用纱布块、医用棉球（硅油润滑棉球、酒精棉球、碘伏棉球）、一次性使用橡胶检查手套、孔巾、注水器、尿样管、尿样夹、别针、塑料盘和包布配置组成，其中单腔导尿管分2.0mm(F6)至7.3mm(F22)九种规格，双腔导尿管分2.7mm(F8)至8.0mm(F24)九种规格，三腔导尿管分4.0mm(F12)至8.0mm(F24)七种规格。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,药品 监督 管理
38071,医疗器械生产许可证,III类:16-06眼科矫治和防护器具,药品 监督 管理
34719,医疗器械生产许可证,III类:04-17脊柱外科辅助器械，13-01骨接合植入物，13-03脊柱植入物，13-09整形及普通外科植入物II类:02-03手术器械-剪，02-04手术器械-钳，02-06手术器械-夹，02-12手术器械-穿刺导引器，02-13手术器械-吻（缝）合器械及材料，02-14手术器械-冲吸器，04-17脊柱外科辅助器械，06-16内窥镜辅助用品，09-01电疗设备/器具，09-05磁疗设备/器具,药品 监督 管理
38076,医疗器械生产许可证,II类:6840-1用于蛋白质检测的试剂,药品 监督 管理
34721,医疗器械注册证,一次性使用肛肠吻合器及附件由吻合器和附件组成。吻合器由抵钉座、吻切组件、固定手柄、保险块、活动手柄、调节螺母、垫刀圈、吻合钉和环形刀组成，吻切组件与器身连接成一体不可更换；附件由：扩张器、缝扎器、导入管和勾线器组成。吻合钉分为内、中、外三圈。根据吻切组件的外径不同可分为32、34两种型号。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,药品 监督 管理
34720,医疗器械注册证,一次性使用酒精片由酒精和无纺布组成，用铝箔纸热合封装而成。产品以非无菌状态提供，一次性使用。,药品 监督 管理
38073,医疗器械生产许可证,II类:22-01血液学分析设备，22-04免疫分析设备，6840-1用于蛋白质检测的试剂，6840-3用于激素检测的试剂，6840-4用于酶类检测的试剂，6840-9用于自身抗体检测的试剂，6840-11用于其他生理、生化或免疫功能指标检测的试剂，6840-6用于维生素检测的试剂,药品 监督 管理
38072,医疗器械注册证,超声高频外科集成系统超声刀头由刀头和手柄两部分组成。,药品 监督 管理
38075,医疗器械生产许可证,III类:01-03高频/射频手术设备及附件，02-07手术器械-针，02-15手术器械-其他器械，13-09整形及普通外科植入物，14-01注射、穿刺器械II类:02-04手术器械-钳，02-06手术器械-夹，02-07手术器械-针，02-11手术器械-牵开器，02-12手术器械-穿刺导引器，02-13手术器械-吻（缝）合器械及材料，02-15手术器械-其他器械，06-08超声影像诊断附属设备，06-13光学成像诊断设备，14-05非血管内导（插）管，18-01妇产科手术器械,药品 监督 管理
38074,医疗器械注册证,医用透明敷贴主要由背衬(聚氨酯薄膜)、离型纸、粘合剂(医用低致敏丙烯酸酯)材料制成。按规格分为A型、B型；按尺寸分为14种。该产品以无菌状态提供，经环氧乙烷灭菌。一次性使用。,药品 监督 管理
37939,行政许可决定书,公司变更登记,行政 审批
34619,危险化学品经营许可,变更法人,行政 审批
34429,食品经营许可,食品销售经营者,市场 监督 管理
33263,准予行政许可决定书,公共场所卫生许可（新证）,卫生 健康 委员会
33264,高危险性体育项目经营许可证,高危险性体育运动（游泳）,行政 审批
37151,交通行政许可申请许可决定书,"泰兴太平洋液化气有限公司:你(单位)于2021-07-21 14:27:12向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-23 03:00:00时间内作业。",港口
33373,泰州市行政审批局准予行政许可决定书,麻醉药品精神药品邮寄证明,行政 审批
36708,交通行政许可申请许可决定书,"欧德油储（南京）有限责任公司:你(单位)于2021-07-21 14:22:48向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-23 16:00:00时间内作业。",交通 运输
34426,准予行政许可决定书,临时性建筑物搭建、堆放物料、占道施工审批,城市 管理
33259,准予行政许可决定书,无线电台（站）设置许可,工业 信息化
37936,320405GB21102041,第二类、第三类易制毒化学品购买备案,公安
37933,行政许可决定书,建设项目环境影响报告表审批（不含入海排污口设置审批，不含辐射建设项目）,环境
37938,行政许可决定书,公司变更登记,行政 审批
37937,行政许可决定书,公司注销登记,行政 审批
33255,建筑业企业资质的核准,建筑业企业资质证书简单变更,城乡 建设
36709,交通行政许可申请许可决定书,"江苏利士德化工有限公司:你(单位)于2021-07-21 14:26:37向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 17:00:00至2021-07-23 07:00:00时间内作业。",口岸
37931,行政许可决定书,对外贸易经营者备案登记,行政 审批
33254,建筑业企业资质的核准,建筑业企业资质证书简单变更,城乡 建设
34722,医疗器械注册证,一次性使用医用脉冲冲洗器由喷头（聚氯乙烯）、枪体(ABS)、电源盒(ABS)、吸引管套、保护套、瓶塞穿刺器、流量调节器、高低开关、出液管(聚氯乙烯）、进液管（聚氯乙烯）组成，采用环氧乙烷灭菌，以灭菌状态供货。,药品 监督 管理
34753,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-21 08:37:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 19:00:00至2021-07-22 23:00:00时间内作业。",交通 运输
34752,交通行政许可申请许可决定书,"江苏海企港务有限公司:你(单位)于2021-07-21 09:38:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-23 17:00:00时间内作业。",交通 运输
34755,交通行政许可申请许可决定书,"南京港股份有限公司仪征分公司:你(单位)于2021-07-21 13:21:19向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-24 14:00:00时间内作业。",交通 运输
34754,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 16:56:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 00:00:00至2021-07-26 00:00:00时间内作业。",港口
38132,园林绿化准予行政许可决定书,同意移植35株高杆女贞、3株白玉兰、5株榉树、3株香樟、砍伐10株楝树。,园林
38077,医疗器械注册证,一次性使用吸痰管由锥接头和导管两部分组成，导管和接头均采用聚氯乙烯（PVC）材料制成，按接头形状不同分A型、B型，按管身外径不同分11种规格。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,药品 监督 管理
34747,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:28:42向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:45:50至2021-07-22 17:00:00时间内作业。",交通 运输
38079,医疗器械注册证,一次性使用胃管采用医用软聚氯乙烯塑料或医用硅胶材料或医用聚氨脂材料制成，由导管和接头组成。按尺寸不同分为十三个规格，按型式不同分为普通胃管、挂耳式胃管、带导丝胃管和带不锈钢珠胃管四种。该产品以无菌状态提供，经环氧乙烷灭菌。一次性使用。,药品 监督 管理
38078,医疗器械注册证,一次性使用内窥镜套扎器由手柄、冲水管、扎带、牵引线、连接管、触发线、套扎圈、套扎管组成。套扎圈采用硅橡胶制成，套扎管部件采用PC和TPE制成，释放套扎圈的触发线采用超高分子量聚乙烯纤维制成。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,药品 监督 管理
38130,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 13:42:52向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-22 23:00:00时间内作业。",交通 运输
38131,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-21 15:30:08向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-22 23:00:00时间内作业。",交通 运输
38128,交通行政许可申请许可决定书,"江阴阿尔法石油化工码头有限公司:你(单位)于2021-07-21 14:47:22向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-22 22:00:00时间内作业。",口岸
38129,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 09:45:19向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-23 23:00:00时间内作业。",交通 运输
36741,建筑工程施工许可,建筑工程施工许可,行政 审批
34757,交通行政许可申请许可决定书,"泰兴太平洋液化气有限公司:你(单位)于2021-07-21 15:12:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-23 13:00:00时间内作业。",港口
34756,交通行政许可申请许可决定书,"泰州海泰油品装卸有限公司:你(单位)于2021-07-21 15:12:05向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-24 17:00:00时间内作业。",交通 运输
36710,交通行政许可申请许可决定书,"无锡沪航石油销售有限公司:你(单位)于2021-07-21 08:09:32向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 11:00:00至2021-07-23 11:00:00时间内作业。",交通 运输
33253,建筑业企业资质的核准,建筑业企业资质证书简单变更,城乡 建设
34746,交通行政许可申请许可决定书,"中石油江苏燃料沥青有限责任公司:你(单位)于2021-07-21 09:14:04向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:30:00至2021-07-22 13:40:00时间内作业。",口岸
34724,医疗器械注册证,试剂1：内含有生物素标记抗肿瘤相关抗原125单克隆抗体（约0.65mg/L，小鼠），pH约7.4的Tris缓冲液（约0.05mol/L)，0.1%Proclin300防腐；试剂2：内含有吖啶酯标记抗肿瘤相关抗原125单克隆抗体（约0.65mg/L，小鼠），pH约7.4的Tris缓冲液（约0.05mol/L)，0.1%Proclin300防腐；磁颗粒：内含链霉亲和素标记的磁颗粒(约0.9mg/mL)，经防腐处理；校准品1：内含人源性的CA125（约25U/mL)，0.1%新生牛血清，0.1%Proclin300校准品2：内含人源性的CA125（约250U/mL)，0.1%新生牛血清，0.1%Proclin300校准品3：内含人源性的CA125（约50U/mL)，0.1%新生牛血清，0.1%Proclin300。,药品 监督 管理
34744,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:21:54向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:30:00至2021-07-22 17:50:00时间内作业。",交通 运输
34737,准予许可决定书,影视、广播、报纸、期刊、户外、印刷品、网络,卫生 健康 委员会
34742,船舶检验证书,船舶法定检验,交通 运输
34743,船舶检验证书,船舶法定检验,交通 运输
37127,交通行政许可申请许可决定书,"中国石化燃料油销售有限公司江苏分公司:你(单位)于2021-07-21 13:07:44向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 13:13:00至2021-07-22 14:44:00时间内作业。",口岸
34745,交通行政许可申请许可决定书,"南通焯晟石油化工有限公司:你(单位)于2021-07-21 14:23:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-22 17:00:00时间内作业。",港口
34723,医疗器械注册证,组合式外固定支架根据其外形结构分为万向Ⅰ型、万向Ⅱ型、万向Ⅲ型、万向Ⅳ型、万向Ⅴ型、万向Ⅵ型、组合Ⅰ型、组合Ⅱ型八种型号组成。金属件由符合GB/T1220-2007中规定的不锈钢材料06Cr19Ni10、12Cr18Ni9和符合GB/T3191-2010中规定的铝合金材料2A12材料制造。该产品以非无菌状态提供。一次性使用。,药品 监督 管理
33014,建筑业企业资质证书,简单变更,城乡 建设
33006,建筑业企业资质证书,简单变更,城乡 建设
35254,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:00:35向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 11:26:46至2021-07-26 17:00:00时间内作业。",港口
35260,交通行政许可申请许可决定书,"连云港新东方集装箱码头有限公司:你(单位)于2021-07-22 10:48:45向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-25 00:00:00时间内作业。",港口
33018,建筑业企业资质证书,简单变更,城乡 建设
35256,交通行政许可申请许可决定书,"江苏国望高科纤维有限公司:你(单位)于2021-07-21 17:31:28向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 17:40:00至2021-07-22 20:00:00时间内作业。",交通 运输
35451,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
32995,园林绿化准予行政许可决定书,同意移植申请的干径24.5cm黄连木1株、干径16cm高杆女贞1株、干径14cm香樟1株、干径16cm榉树1株；同意砍伐申请的干径36-45.5cm雪松2株、干径20-48cm构树5株、干径25-29cm泡桐5株、干径18-36.5cm水杉2株。,园林
35255,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:14:00向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",交通 运输
35257,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 14:20:53向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 15:00:00至2021-07-25 23:59:00时间内作业。",交通 运输
32999,南京城市绿化条例,根据《南京城市绿化条例》第二十七条、第二十八条规定，本局决定同意临时占用，占用时间由2021年7月13日至2022年7月12日，占用期365天，占用地点：莲池路，占用面积3.2平方，占用结束后，及时原标准恢复绿化。,城市 管理
35259,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:24:48向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",交通 运输
35258,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-22 08:05:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 08:30:45至2021-07-23 15:30:00时间内作业。",交通 运输
33486,建筑工程施工许可证,电喇叭生产线技术改造项目,行政 审批
33487,建筑工程施工许可证,消防器材（消防接口、消防水枪、消防水炮）、钢质防火门（非采用酸洗磷化生产工艺的钢质和钢木质防火门）,行政 审批
35297,交通行政许可申请许可决定书,"中国石油天然气股份有限公司江苏盐城射阳销售分公司:你(单位)于2021-07-21 21:14:32向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 13:35:00至2021-07-23 16:00:00时间内作业。",交通 运输
35295,交通行政许可申请许可决定书,"常熟市永盛化工有限公司:你(单位)于2021-07-22 08:18:36向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:00:00至2021-07-23 21:00:00时间内作业。",交通 运输
35296,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 09:59:33向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-23 23:00:00时间内作业。",交通 运输
35276,交通行政许可申请许可决定书,"南京港股份有限公司:你(单位)于2021-07-22 12:20:20向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 06:00:00至2021-07-24 08:00:00时间内作业。",交通 运输
35275,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-22 08:27:40向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 08:30:00至2021-07-23 12:00:00时间内作业。",交通 运输
35277,交通行政许可申请许可决定书,"江苏戴梦特化工科技股份有限公司:你(单位)于2021-07-22 15:40:23向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-26 08:00:00时间内作业。",交通 运输
35279,交通行政许可申请许可决定书,"南京龙翔液体化工储运码头有限公司:你(单位)于2021-07-22 10:55:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-24 05:00:00时间内作业。",交通 运输
35278,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-22 10:20:27向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:30:00至2021-07-23 17:00:00时间内作业。",交通 运输
33485,建筑工程施工许可证,水润隆府——小区室外管网配套设施工程,行政 审批
35288,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35289,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
33385,建筑工程施工许可,建筑工程施工许可,行政 审批
33273,准予行政许可决定书,卫生许可证,卫生 健康 委员会
33256,泰州市行政审批局准予        行政许可决定书,药品经营许可,行政 审批
35293,交通行政许可申请许可决定书,"中国石化扬子石油化工有限公司:你(单位)于2021-07-22 15:12:36向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 18:00:00至2021-07-23 02:00:00时间内作业。",交通 运输
