A0,A2,A4,A5
34426,准予行政许可决定书,临时性建筑物搭建、堆放物料、占道施工审批,如皋市城管局
33259,准予行政许可决定书,无线电台（站）设置许可,南通市工业和信息化局
37936,320405GB21102041,第二类、第三类易制毒化学品购买备案,常州市公安局经开分局
37933,行政许可决定书,建设项目环境影响报告表审批（不含入海排污口设置审批，不含辐射建设项目）,常州市金坛生态环境局
37938,行政许可决定书,公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室)
37937,行政许可决定书,公司注销登记,常州市钟楼区行政审批局(区政务服务管理办公室)
33255,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
36709,交通行政许可申请许可决定书,"江苏利士德化工有限公司:你(单位)于2021-07-21 14:26:37向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 17:00:00至2021-07-23 07:00:00时间内作业。",江阴市口岸办
37931,行政许可决定书,对外贸易经营者备案登记,武进区行政审批局
33254,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34722,医疗器械注册证,一次性使用医用脉冲冲洗器由喷头（聚氯乙烯）、枪体(ABS)、电源盒(ABS)、吸引管套、保护套、瓶塞穿刺器、流量调节器、高低开关、出液管(聚氯乙烯）、进液管（聚氯乙烯）组成，采用环氧乙烷灭菌，以灭菌状态供货。,江苏省药品监督管理局
34753,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-21 08:37:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 19:00:00至2021-07-22 23:00:00时间内作业。",南京市交通运输局
34752,交通行政许可申请许可决定书,"江苏海企港务有限公司:你(单位)于2021-07-21 09:38:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-23 17:00:00时间内作业。",泰州市交通运输局
34755,交通行政许可申请许可决定书,"南京港股份有限公司仪征分公司:你(单位)于2021-07-21 13:21:19向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-24 14:00:00时间内作业。",仪征市交通运输局
34754,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 16:56:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 00:00:00至2021-07-26 00:00:00时间内作业。",连云港市港口局
38132,园林绿化准予行政许可决定书,同意移植35株高杆女贞、3株白玉兰、5株榉树、3株香樟、砍伐10株楝树。,南京市绿化园林局
38077,医疗器械注册证,一次性使用吸痰管由锥接头和导管两部分组成，导管和接头均采用聚氯乙烯（PVC）材料制成，按接头形状不同分A型、B型，按管身外径不同分11种规格。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局
34747,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:28:42向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:45:50至2021-07-22 17:00:00时间内作业。",泰州市交通运输局
38079,医疗器械注册证,一次性使用胃管采用医用软聚氯乙烯塑料或医用硅胶材料或医用聚氨脂材料制成，由导管和接头组成。按尺寸不同分为十三个规格，按型式不同分为普通胃管、挂耳式胃管、带导丝胃管和带不锈钢珠胃管四种。该产品以无菌状态提供，经环氧乙烷灭菌。一次性使用。,江苏省药品监督管理局
38078,医疗器械注册证,一次性使用内窥镜套扎器由手柄、冲水管、扎带、牵引线、连接管、触发线、套扎圈、套扎管组成。套扎圈采用硅橡胶制成，套扎管部件采用PC和TPE制成，释放套扎圈的触发线采用超高分子量聚乙烯纤维制成。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局
38130,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 13:42:52向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 20:00:00至2021-07-22 23:00:00时间内作业。",苏州市交通运输局
38131,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-21 15:30:08向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-22 23:00:00时间内作业。",南京市交通运输局
38128,交通行政许可申请许可决定书,"江阴阿尔法石油化工码头有限公司:你(单位)于2021-07-21 14:47:22向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-22 22:00:00时间内作业。",江阴市口岸办
38129,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-21 09:45:19向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-23 23:00:00时间内作业。",苏州市交通运输局
36741,建筑工程施工许可,建筑工程施工许可,雨花台区行政审批局
34757,交通行政许可申请许可决定书,"泰兴太平洋液化气有限公司:你(单位)于2021-07-21 15:12:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-23 13:00:00时间内作业。",泰兴市港口局
34756,交通行政许可申请许可决定书,"泰州海泰油品装卸有限公司:你(单位)于2021-07-21 15:12:05向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-24 17:00:00时间内作业。",泰州市交通运输局
36710,交通行政许可申请许可决定书,"无锡沪航石油销售有限公司:你(单位)于2021-07-21 08:09:32向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 11:00:00至2021-07-23 11:00:00时间内作业。",无锡市惠山区交通运输局
33253,建筑业企业资质的核准,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅
34746,交通行政许可申请许可决定书,"中石油江苏燃料沥青有限责任公司:你(单位)于2021-07-21 09:14:04向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:30:00至2021-07-22 13:40:00时间内作业。",江阴市口岸办
34724,医疗器械注册证,试剂1：内含有生物素标记抗肿瘤相关抗原125单克隆抗体（约0.65mg/L，小鼠），pH约7.4的Tris缓冲液（约0.05mol/L)，0.1%Proclin300防腐；试剂2：内含有吖啶酯标记抗肿瘤相关抗原125单克隆抗体（约0.65mg/L，小鼠），pH约7.4的Tris缓冲液（约0.05mol/L)，0.1%Proclin300防腐；磁颗粒：内含链霉亲和素标记的磁颗粒(约0.9mg/mL)，经防腐处理；校准品1：内含人源性的CA125（约25U/mL)，0.1%新生牛血清，0.1%Proclin300校准品2：内含人源性的CA125（约250U/mL)，0.1%新生牛血清，0.1%Proclin300校准品3：内含人源性的CA125（约50U/mL)，0.1%新生牛血清，0.1%Proclin300。,江苏省药品监督管理局
34744,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:21:54向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:30:00至2021-07-22 17:50:00时间内作业。",泰州市交通运输局
34737,准予许可决定书,影视、广播、报纸、期刊、户外、印刷品、网络,苏州市卫生健康委员会
34742,船舶检验证书,船舶法定检验,盐城市交通运输局
34743,船舶检验证书,船舶法定检验,盐城市交通运输局
37127,交通行政许可申请许可决定书,"中国石化燃料油销售有限公司江苏分公司:你(单位)于2021-07-21 13:07:44向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 13:13:00至2021-07-22 14:44:00时间内作业。",江阴市口岸办
34745,交通行政许可申请许可决定书,"南通焯晟石油化工有限公司:你(单位)于2021-07-21 14:23:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 15:00:00至2021-07-22 17:00:00时间内作业。",如皋市港口局
34723,医疗器械注册证,组合式外固定支架根据其外形结构分为万向Ⅰ型、万向Ⅱ型、万向Ⅲ型、万向Ⅳ型、万向Ⅴ型、万向Ⅵ型、组合Ⅰ型、组合Ⅱ型八种型号组成。金属件由符合GB/T1220-2007中规定的不锈钢材料06Cr19Ni10、12Cr18Ni9和符合GB/T3191-2010中规定的铝合金材料2A12材料制造。该产品以非无菌状态提供。一次性使用。,江苏省药品监督管理局
33014,建筑业企业资质证书,简单变更,南京市城乡建设委员会
33006,建筑业企业资质证书,简单变更,南京市城乡建设委员会
35254,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:00:35向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 11:26:46至2021-07-26 17:00:00时间内作业。",连云港市港口局
35260,交通行政许可申请许可决定书,"连云港新东方集装箱码头有限公司:你(单位)于2021-07-22 10:48:45向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-25 00:00:00时间内作业。",连云港市港口局
33018,建筑业企业资质证书,简单变更,南京市城乡建设委员会
35256,交通行政许可申请许可决定书,"江苏国望高科纤维有限公司:你(单位)于2021-07-21 17:31:28向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 17:40:00至2021-07-22 20:00:00时间内作业。",吴江区交通运输局
35451,关于车辆许可决定书,道路运输车辆道运证配发,泰州市交通运输局
32995,园林绿化准予行政许可决定书,同意移植申请的干径24.5cm黄连木1株、干径16cm高杆女贞1株、干径14cm香樟1株、干径16cm榉树1株；同意砍伐申请的干径36-45.5cm雪松2株、干径20-48cm构树5株、干径25-29cm泡桐5株、干径18-36.5cm水杉2株。,南京市绿化园林局
35255,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:14:00向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",南京市交通运输局
35257,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 14:20:53向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 15:00:00至2021-07-25 23:59:00时间内作业。",南京市交通运输局
32999,南京城市绿化条例,根据《南京城市绿化条例》第二十七条、第二十八条规定，本局决定同意临时占用，占用时间由2021年7月13日至2022年7月12日，占用期365天，占用地点：莲池路，占用面积3.2平方，占用结束后，及时原标准恢复绿化。,建邺区城管局
35259,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:24:48向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",南京市交通运输局
35258,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-22 08:05:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 08:30:45至2021-07-23 15:30:00时间内作业。",泰州市交通运输局
33486,建筑工程施工许可证,电喇叭生产线技术改造项目,兴化市行政审批局
33487,建筑工程施工许可证,消防器材（消防接口、消防水枪、消防水炮）、钢质防火门（非采用酸洗磷化生产工艺的钢质和钢木质防火门）,兴化市行政审批局
35297,交通行政许可申请许可决定书,"中国石油天然气股份有限公司江苏盐城射阳销售分公司:你(单位)于2021-07-21 21:14:32向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 13:35:00至2021-07-23 16:00:00时间内作业。",射阳县交通运输局
35295,交通行政许可申请许可决定书,"常熟市永盛化工有限公司:你(单位)于2021-07-22 08:18:36向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:00:00至2021-07-23 21:00:00时间内作业。",常熟市交通运输局
35296,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 09:59:33向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-23 23:00:00时间内作业。",南京市交通运输局
35276,交通行政许可申请许可决定书,"南京港股份有限公司:你(单位)于2021-07-22 12:20:20向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 06:00:00至2021-07-24 08:00:00时间内作业。",南京市交通运输局
35275,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-22 08:27:40向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 08:30:00至2021-07-23 12:00:00时间内作业。",泰州市交通运输局
35277,交通行政许可申请许可决定书,"江苏戴梦特化工科技股份有限公司:你(单位)于2021-07-22 15:40:23向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-26 08:00:00时间内作业。",淮安市洪泽区交通运输局
35279,交通行政许可申请许可决定书,"南京龙翔液体化工储运码头有限公司:你(单位)于2021-07-22 10:55:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-24 05:00:00时间内作业。",南京市交通运输局
35278,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-22 10:20:27向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:30:00至2021-07-23 17:00:00时间内作业。",泰州市交通运输局
33485,建筑工程施工许可证,水润隆府——小区室外管网配套设施工程,兴化市行政审批局
35288,关于车辆许可决定书,道路运输车辆道运证配发,徐州市交通运输管理处
35289,关于车辆许可决定书,道路运输车辆道运证配发,惠山区运输管理处
33385,建筑工程施工许可,建筑工程施工许可,雨花台区行政审批局
33273,准予行政许可决定书,卫生许可证,建邺区卫健委
33256,泰州市行政审批局准予        行政许可决定书,药品经营许可,泰州市行政审批局
35293,交通行政许可申请许可决定书,"中国石化扬子石油化工有限公司:你(单位)于2021-07-22 15:12:36向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 18:00:00至2021-07-23 02:00:00时间内作业。",南京市交通运输局
35294,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:46:11向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-23 22:00:00时间内作业。",南京市交通运输局
35292,关于车辆许可决定书,道路运输车辆道运证配发,江阴市交通运输局
35290,关于车辆许可决定书,道路运输车辆道运证配发,惠山区运输管理处
35291,关于车辆许可决定书,道路运输车辆道运证配发,江阴市交通运输局
35274,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:49:08向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 00:00:00时间内作业。",连云港市港口局
35446,关于车辆许可决定书,道路运输车辆道运证配发,泰州市姜堰区运输管理处
35447,关于车辆许可决定书,道路运输车辆道运证配发,泰州市姜堰区运输管理处
33142,建筑业企业资质证书,简单变更,南京市城乡建设委员会
35312,中华人民共和国内河船舶检验证书,船舶法定检验,徐州市地方海事局
33143,建筑业企业资质证书,简单变更,南京市城乡建设委员会
35262,交通行政许可申请许可决定书,"中国石化燃料油销售有限公司江苏分公司:你(单位)于2021-07-22 15:12:17向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 15:30:00至2021-07-23 17:00:00时间内作业。",江阴市口岸办
35261,交通行政许可申请许可决定书,"中国石油天然气股份有限公司江苏盐城射阳销售分公司:你(单位)于2021-07-21 21:11:46向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 08:20:00至2021-07-23 10:50:00时间内作业。",射阳县交通运输局
33122,准予行政许可决定书,电影放映单位设立审批（电影放映单位变更法人）,泰州市行政审批局
33135,建筑业企业资质证书,简单变更申请,南京市城乡建设委员会
33134,南京城市绿化条例,根据《南京城市绿化条例》第二十七条、第二十八条规定，本局决定同意临时占用，占用时间由2021年7月13日至2022年7月12日，占用期365天，占用地点：兴隆大街，占用面积20平方，占用结束后，及时原标准恢复绿化。,建邺区城管局
33145,建筑业企业资质证书,简单变更,南京市城乡建设委员会
35270,关于车辆许可决定书,更新,南京市六合区运输管理所
35269,关于车辆许可决定书,更新,南京市六合区运输管理所
35271,关于车辆许可决定书,道路运输车辆道运证配发,常州市交通运输局
35273,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:46:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 02:00:00至2021-07-27 14:00:00时间内作业。",连云港市港口局
35272,关于车辆许可决定书,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所
33154,建筑业企业资质证书,简单变更,南京市城乡建设委员会
33149,建筑业企业资质证书,简单变更,南京市城乡建设委员会
35301,关于车辆许可决定书,道路运输车辆道运证配发,泰兴市交通运输局
33495,食品经营许可,食品销售经营者,沭阳县市场监督管理局
33158,南京城市绿化条例,根据《南京城市绿化条例》第二十七条、第二十八条规定，本局决定同意临时占用，占用时间由2021年5月18日至2022年4月1日，占用期319天，占用地点：江汊路、纪念馆北路，占用面积9平方，占用结束后，及时原样恢复绿化。,建邺区城管局
35253,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 16:32:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-27 00:00:00至2021-07-28 00:00:00时间内作业。",连云港市港口局
34766,交通行政许可申请许可决定书,"易联能源（南通）有限公司:你(单位)于2021-07-22 16:39:42向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-24 08:00:00时间内作业。",如皋市港口局
34765,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-22 08:06:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 08:30:45至2021-07-23 15:30:00时间内作业。",泰州市交通运输局
34990,建设工程规划许可证,颁发建设工程规划许可证,射阳县自然资源和规划局
34767,交通行政许可申请许可决定书,"南通市远邦石油有限公司:你(单位)于2021-07-22 17:41:32向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 05:05:00至2021-07-24 07:10:00时间内作业。",如皋市港口局
34764,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:18:40向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",南京市交通运输局
34761,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:51:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 23:00:00时间内作业。",连云港市港口局
34760,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:02:15向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 00:00:00至2021-07-26 18:00:00时间内作业。",连云港市港口局
34763,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:48:02向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-23 22:00:00时间内作业。",南京市交通运输局
34762,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 16:23:00向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-27 00:00:00至2021-07-28 23:00:00时间内作业。",连云港市港口局
34768,交通行政许可申请许可决定书,"易联能源（南通）有限公司:你(单位)于2021-07-21 20:43:29向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 21:00:00至2021-07-23 07:00:00时间内作业。",如皋市港口局
34773,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:48:22向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 00:00:00时间内作业。",连云港市港口局
34772,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:17:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",南京市交通运输局
34775,交通行政许可申请许可决定书,"张家港保税区长江国际港务有限公司:你(单位)于2021-07-21 21:42:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 21:45:00至2021-07-23 22:00:00时间内作业。",苏州市交通运输局
34774,交通行政许可申请许可决定书,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 10:03:26向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 15:00:00至2021-07-24 08:00:00时间内作业。",镇江市交通运输局
